"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"1317","5611 ZEPHYR STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821825,5024,"LAWRENCE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"ELA",35.875
"1318","5611 ZEPHYR STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821825,5024,"LAWRENCE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"Math",30.15
"1319","6155 WEST LEAWOOD DRIVE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827860,5036,"LEAWOOD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"ELA",62.125
"1320","6155 WEST LEAWOOD DRIVE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827860,5036,"LEAWOOD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"Math",47.175
"1321","7180 OAK STREET",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3034675363,5145,"LINCOLN CHARTER ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80004,"ELA",45.7833333333333
"1322","7180 OAK STREET",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3034675363,5145,"LINCOLN CHARTER ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80004,"Math",33.9
"1323","8448 OTIS DRIVE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820310,5222,"LITTLE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",36.15
"1324","8448 OTIS DRIVE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820310,5222,"LITTLE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",27.15
"1325","9650 WEST 97TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820368,5350,"LUKAS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"ELA",53.825
"1326","9650 WEST 97TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820368,5350,"LUKAS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"Math",42.425
"1327","6705 WEST 22ND AVENUE",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826182,5354,"LUMBERG ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"ELA",19.1
"1328","6705 WEST 22ND AVENUE",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826182,5354,"LUMBERG ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"Math",10.575
"1329","9651 NORTH PIERCE ST",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039829802,5454,"MANDALAY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"ELA",45.05
"1330","9651 NORTH PIERCE ST",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039829802,5454,"MANDALAY MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"Math",47.9
"1331","13200 WEST 32ND PLACE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039826340,5472,"MANNING OPTIONS SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",83.15
"1332","13200 WEST 32ND PLACE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039826340,5472,"MANNING OPTIONS SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",68.05
"1333","3085 ALKIRE STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825808,5524,"MAPLE GROVE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",58.825
"1334","3085 ALKIRE STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825808,5524,"MAPLE GROVE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",51.5
"1335","26663 NORTH TURKEY CREEK ROAD",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039825188,5580,"MARSHDALE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"ELA",71.7333333333333
"1336","26663 NORTH TURKEY CREEK ROAD",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039825188,5580,"MARSHDALE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"Math",64.9333333333333
"1337","13405 W 83RD PL",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039825695,5758,"MEIKLEJOHN ELEMENTARY","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",70.25
"1338","13405 W 83RD PL",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039825695,5758,"MEIKLEJOHN ELEMENTARY","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",65.9
"1339","200 RUBEY DRIVE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039825874,5944,"MITCHELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80403,"ELA",72.4666666666667
"1340","200 RUBEY DRIVE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039825874,5944,"MITCHELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80403,"Math",64.6333333333333
"1341","6000 WEST 9TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826207,5972,"MOLHOLM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"ELA",14.475
"1342","6000 WEST 9TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826207,5972,"MOLHOLM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"Math",11.5666666666667
"1343","9904 WEST CAPRI AVENUE",59,"JEFFERSON","Y","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3039722627,5994,"MONTESSORI PEAKS CHARTER ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80123,"ELA",39.9
"1344","9904 WEST CAPRI AVENUE",59,"JEFFERSON","Y","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3039722627,5994,"MONTESSORI PEAKS CHARTER ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80123,"Math",30.675
"1345","8455 WEST 88TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039820400,6090,"MOORE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",33.3
"1346","8455 WEST 88TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039820400,6090,"MOORE MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",22.2666666666667
"1347","8006 SOUTH IRIS",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820022,6133,"MORTENSEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"ELA",45.675
"1348","8006 SOUTH IRIS",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820022,6133,"MORTENSEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"Math",38.675
"1349","12776 WEST CROSS AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827900,6135,"MOUNT CARBON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"ELA",74.85
"1350","12776 WEST CROSS AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827900,6135,"MOUNT CARBON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"Math",62.975
"1351","4725 MILLER STREET",59,"JEFFERSON","Y","WHEATRIDGE",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3037289100,6139,"MOUNTAIN PHOENIX COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"ELA",28.3333333333333
"1352","4725 MILLER STREET",59,"JEFFERSON","Y","WHEATRIDGE",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3037289100,6139,"MOUNTAIN PHOENIX COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"Math",14.8
"1353","6750 SOUTH KENDALL BOULEVARD",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824766,6286,"NORMANDY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"ELA",64.775
"1354","6750 SOUTH KENDALL BOULEVARD",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824766,6286,"NORMANDY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"Math",50.475
"1355","7285 PIERCE STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039820528,6330,"NORTH ARVADA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",34.75
"1356","7285 PIERCE STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039820528,6330,"NORTH ARVADA MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",49.025
"1357","7300 QUAIL STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039822020,6470,"OBERON JUNIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",44.7
"1358","7300 QUAIL STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039822020,6470,"OBERON JUNIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",43.7333333333333
"1359","4460 S PARMALEE GULCH",59,"JEFFERSON","N","INDIAN HILLS",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039828014,6804,"PARMALEE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80454,"ELA",86.6
"1360","4460 S PARMALEE GULCH",59,"JEFFERSON","N","INDIAN HILLS",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039828014,6804,"PARMALEE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80454,"Math",77.7666666666667
"1361","5800 WEST 84TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829890,6806,"PARR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",27.6
"1362","5800 WEST 84TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829890,6806,"PARR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",11.8
"1363","1263 SOUTH DUDLEY STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828470,6808,"PATTERSON INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80232,"ELA",49.175
"1364","1263 SOUTH DUDLEY STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828470,6808,"PATTERSON INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80232,"Math",37.975
"1365","6495 CARR STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820590,6828,"PECK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"ELA",34.95
"1366","6495 CARR STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820590,6828,"PECK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"Math",29.225
"1367","4997 SOUTH MILLER WAY",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039824800,6844,"PEIFFER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"ELA",48.6
"1368","4997 SOUTH MILLER WAY",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039824800,6844,"PEIFFER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"Math",29.625
"1369","4645 INDEPENDENCE STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039822083,6848,"PENNINGTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"ELA",27.7
"1370","4645 INDEPENDENCE STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039822083,6848,"PENNINGTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"Math",13.8
"1371","15920 WEST 10TH AVENUE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039825921,7078,"PLEASANT VIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",21.7333333333333
"1372","15920 WEST 10TH AVENUE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039825921,7078,"PLEASANT VIEW ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",17.6
"1373","8101 WEST POMONA DRIVE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039820710,7114,"POMONA HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",24.7
"1374","8101 WEST POMONA DRIVE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039820710,7114,"POMONA HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",35.3
"1375","12109 WEST COAL MINE AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820074,7128,"POWDERHORN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"ELA",57
"1376","12109 WEST COAL MINE AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820074,7128,"POWDERHORN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"Math",47.15
"1377","3400 PIERSON STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039827535,7190,"PROSPECT VALLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"ELA",63.85
"1378","3400 PIERSON STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039827535,7190,"PROSPECT VALLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"Math",47.075
"1379","25856 COLUMBINE GLEN",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824386,7238,"RALSTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",78.625
"1380","25856 COLUMBINE GLEN",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824386,7238,"RALSTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",73.375
"1381","13355 WEST 80TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039825600,7239,"RALSTON VALLEY SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",45.5
"1382","13355 WEST 80TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039825600,7239,"RALSTON VALLEY SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",65.55
"1383","17199 HIGHWAY 74",59,"JEFFERSON","N","MORRISON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828063,7282,"RED ROCKS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80465,"ELA",64
"1384","17199 HIGHWAY 74",59,"JEFFERSON","N","MORRISON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828063,7282,"RED ROCKS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80465,"Math",59.225
"1385","2959 ROYALE ELK WAY",59,"JEFFERSON","Y","EVERGREEN",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3036701070,7462,"ROCKY MOUNTAIN ACADEMY OF EVERGREEN","Denver Metro","CO","Public School Physical Address",8059,80439,"ELA",39.4
"1386","2959 ROYALE ELK WAY",59,"JEFFERSON","Y","EVERGREEN",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3036701070,7462,"ROCKY MOUNTAIN ACADEMY OF EVERGREEN","Denver Metro","CO","Public School Physical Address",8059,80439,"Math",32.7333333333333
"1387","2200 SOUTH COORS STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829620,7483,"ROONEY RANCH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",66.875
"1388","2200 SOUTH COORS STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829620,7483,"ROONEY RANCH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",58.05
"1389","5851 WEST 115TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039823105,7529,"RYAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80020,"ELA",58.375
"1390","5851 WEST 115TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039823105,7529,"RYAN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80020,"Math",63.6
"1391","6875 WEST 64TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820760,7708,"SECREST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",27.725
"1392","6875 WEST 64TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820760,7708,"SECREST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",26.075
"1393","7575 WEST 96TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826460,7753,"SEMPER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"ELA",39.95
"1394","7575 WEST 96TH AVENUE",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826460,7753,"SEMPER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80021,"Math",23.1
"1395","7961 S SANGRE DE CRISTO ROAD",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","5th Grade","Preschool",3039823901,7780,"SHAFFER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"ELA",64
"1396","7961 S SANGRE DE CRISTO ROAD",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","5th Grade","Preschool",3039823901,7780,"SHAFFER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"Math",59.6666666666667
"1397","420 CRAWFORD STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825686,7833,"SHELTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",63.4
"1398","420 CRAWFORD STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825686,7833,"SHELTON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",55.025
"1399","10951 NORTH HARLAN STREET",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039823182,4478,"SHERIDAN GREEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80020,"ELA",33.55
"1400","10951 NORTH HARLAN STREET",59,"JEFFERSON","N","WESTMINSTER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039823182,4478,"SHERIDAN GREEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80020,"Math",40.925
"1401","7751 OAK STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820821,7870,"SIERRA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",60.025
"1402","7751 OAK STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039820821,7870,"SIERRA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",58.45
"1403","8605 WEST 23RD AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827575,7962,"SLATER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"ELA",26.25
"1404","8605 WEST 23RD AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827575,7962,"SLATER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"Math",14.5
"1405","8425 WEST 1ST AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039827325,8102,"SOUTH LAKEWOOD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",48.175
"1406","8425 WEST 1ST AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039827325,8102,"SOUTH LAKEWOOD ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",33.825
