address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
1800 EAST ARAPAHOE ROAD,5,ARAPAHOE,,FOXFIELD,130,CHERRY CREEK 5,8th Grade,Kindergarten,3039518330,6563,OUR LADY OF LORETO CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8005,80016
6894 SOUTH HOMESTEAD PARKWAY,5,ARAPAHOE,,CENTENNIAL,130,CHERRY CREEK 5,Kindergarten,Preschool,3037217771,4560,WILLOWS OLDE-MILL LEARNING CENTER,,CO,Non-Public School Mailing Address,8005,80112
2450 SOUTH WABASH STREET,5,ARAPAHOE,,DENVER,130,CHERRY CREEK 5,12th Grade,Kindergarten,3034499522,4579,DENVER JEWISH DAY SCHOOL,,CO,Non-Public School Mailing Address,8005,80231
3290 SOUTH TOWER ROAD,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,8th Grade,Preschool,3037667116,8707,PEACE WITH CHRIST CHRISTIAN SCHOOL,,CO,Non-Public School Mailing Address,8005,80013
7691 SOUTH UNIVERSITY BLVD,5,ARAPAHOE,,CENTENNIAL,140,LITTLETON 6,8th Grade,Preschool,3037980711,4047,SHEPHERD OF THE HILLS LUTHERAN,,CO,Non-Public School Mailing Address,8005,80122
6570-B SOUTH BROADWAY,5,ARAPAHOE,,LITTLETON,140,LITTLETON 6,12th Grade,6th Grade,3037971005,7251,ROCK SOLID HIGH SCHOOL,,CO,Non-Public School Mailing Address,8005,80121
5859 S. UNIVERSITY BLVD,5,ARAPAHOE,,GREENWOOD VILLAGE,140,LITTLETON 6,8th Grade,Kindergarten,3033463500,78,ASPEN ACADEMY,,CO,Non-Public School Mailing Address,8005,80121
6833 SOUTH PRINCE STREET,5,ARAPAHOE,,LITTLETON,140,LITTLETON 6,8th Grade,Kindergarten,3037982375,4604,ST MARY CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8005,80120
7018 SOUTH PRINCE STREET,5,ARAPAHOE,,LITTLETON,140,LITTLETON 6,8th Grade,Preschool,3037946222,8648,MACKINTOSH ACADEMY,,CO,Non-Public School Mailing Address,8005,80120
1510 E. PHILLIPS AVE.,5,ARAPAHOE,,CENTENNIAL,140,LITTLETON 6,8th Grade,Kindergarten,7204680464,91,AMBLESIDE SCHOOL,,CO,Non-Public School Mailing Address,8005,80122
17700 EAST ILIFF AVENUE,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,8th Grade,Preschool,3033373108,4614,CHRIST OUR REDEEMER LUTHERAN,,CO,Non-Public School Mailing Address,8005,80013
111 DEL MAR CIRCLE,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,Preschool,Preschool,3033665089,410,ST. MARK'S PRESCHOOL,,CO,Non-Public School Mailing Address,8005,80011
1585 KINGSTON STREET,1,ADAMS,,AURORA,180,ADAMS-ARAPAHOE 28J,12th Grade,9th Grade,3038477582,2231,THE DENVER SCHOOL EAST,,CO,Non-Public School Mailing Address,8001,80010
2198 SOUTH PAGOSA WAY,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,Preschool,Preschool,7205359548,1881,CREATIVE LEARNING ACADEMY,,CO,Non-Public School Mailing Address,8005,80013
13963 EAST EXPOSITION,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,Preschool,Preschool,3033649371,4219,LITTLE ANGELS CHILD CARE INC,,CO,Non-Public School Mailing Address,8005,80012
1450 AIRPORT BLVD,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,Preschool,Preschool,3033642541,409,BETHEL CHRISTIAN SCHOOL,,CO,Non-Public School Mailing Address,8005,80011
P O BOX 111389,1,ADAMS,,AURORA,180,ADAMS-ARAPAHOE 28J,12th Grade,Kindergarten,3033616456,8599,CEDARWOOD CHRISTIAN ACADEMY,,CO,Non-Public School Mailing Address,8001,80042
801 YOSEMITE STREET,31,DENVER,,DENVER,180,ADAMS-ARAPAHOE 28J,Preschool,Preschool,3036919339,1487,CREATIVE OPTIONS CENTER FOR EARLY ED,,CO,Non-Public School Mailing Address,8031,80230
1200 KENTON STREET,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,8th Grade,Preschool,3033647494,4634,ST THERESE CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8005,80010
13680 EAST 14TH PLACE,5,ARAPAHOE,,AURORA,180,ADAMS-ARAPAHOE 28J,8th Grade,Preschool,3033646515,4631,ST PIUS X SCHOOL,,CO,Non-Public School Mailing Address,8005,80011
419 N 4TH STREET,7,ARCHULETA,,PAGOSA SPRINGS,220,ARCHULETA COUNTY 50 JT,Preschool,Preschool,9702645251,4377,JUDY GRAHAM DAYCARE,,CO,Non-Public School Mailing Address,8007,81147
56 MEADOWS DRIVE,7,ARCHULETA,,PAGOSA SPRINGS,220,ARCHULETA COUNTY 50 JT,6th Grade,Preschool,9707314668,4010,OUR SAVIOR LUTHERAN SCHOOL,,CO,Non-Public School Mailing Address,8007,81147
PO BOX 5831,7,ARCHULETA,,PAGOSA SPRINGS,220,ARCHULETA COUNTY 50 JT,Preschool,Preschool,9702645513,4761,SEEDS OF LEARNING,,CO,Non-Public School Mailing Address,8007,81147
9447 NIWOT ROAD,13,BOULDER,,NIWOT,470,ST VRAIN VALLEY RE 1J,8th Grade,Kindergarten,3036529162,8663,ROCKY MOUNTAIN CHRISTIAN ACADEMY,,CO,Non-Public School Mailing Address,8013,80503
6500 WEST DRY CREEK PARKWAY,13,BOULDER,,NIWOT,470,ST VRAIN VALLEY RE 1J,8th Grade,Kindergarten,3036520130,4025,BOULDER VALLEY WALDORF SCHOOL,,CO,Non-Public School Mailing Address,8013,80503
851 CHRISMAN DRIVE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3036511008,4607,KINDERCARE LEARNING CENTER,,CO,Non-Public School Mailing Address,8013,80501
1500 9TH AVENUE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3037723864,4641,GATEWAY MONTESSORI SCHOOL,,CO,Non-Public School Mailing Address,8013,80503
1941 NORTH TERRY STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3036513780,4223,THE COTTAGE SCHOOL - TERRY,,CO,Non-Public School Mailing Address,8013,80501
919 DEERWOOD DRIVE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3037721008,8604,BRIGHT HORIZONS EAST,,CO,Non-Public School Mailing Address,8013,80501
6501 FREDERICK WAY,123,WELD,,FREDERICK,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3038339001,1620,CREATIVE YEARS LEARNING CENTER,,CO,Non-Public School Mailing Address,8123,80530
1212 SOUTH TERRY STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,12th Grade,6th Grade,3037099881,4845,CROSSROADS SCHOOL,,CO,Non-Public School Mailing Address,8013,80501
1335 FRANCIS STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3037763466,8617,MESSIAH EARLY LEARNING CENTER,,CO,Non-Public School Mailing Address,8013,80501
611 KORTE PARKWAY,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3033333333,2729,"THE TINY TIM CENTER, INC",,CO,Non-Public School Mailing Address,8013,80501
501 5TH AVENUE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3037724320,111,ASPEN CENTER FOR CHILD DEVELOPMENT,,CO,Non-Public School Mailing Address,8013,80501
1335 DRYCREEK DRIVE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3037741919,7135,PRIMROSE SCHOOL OF LONGMONT,,CO,Non-Public School Mailing Address,8013,80503
201 SOUTH BRIGGS STREET,123,WELD,,ERIE,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3033390117,573,BLUE MOUNTAIN MONTESSORI,,CO,Non-Public School Mailing Address,8123,80516
2998 RIDGE VIEW DRIVE,123,WELD,,ERIE,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3036653444,7213,PRIMROSE SCHOOL OF ERIE AT VISTA RIDGE,,CO,Non-Public School Mailing Address,8123,80516
1095 OLYMPIA AVENUE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,3037723501,3588,THE GODDARD SCHOOL,,CO,Non-Public School Mailing Address,8013,80504
711 S SUNSET STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Kindergarten,Preschool,,8391,SUNSET ACADEMY,,CO,Non-Public School Mailing Address,8013,80501
1430 NELSON ROAD,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3035324310,8396,SMILING FACES ACADEMY,,CO,Non-Public School Mailing Address,8013,80501
700 LONGS PEAK AVENUE,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,Preschool,Preschool,3036578404,8404,SMALL WONDERS PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80501
1833 SUNSET PLACE SUITES E & F,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,6th Grade,Preschool,7204941622,8577,MOUNTAIN PEAK PRIVATE SCHOOL,,CO,Non-Public School Mailing Address,8013,80501
1146 KIMBARK STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,12th Grade,Preschool,3036511325,8553,HOPEWELL BAPTIST ACADEMY,,CO,Non-Public School Mailing Address,8013,80501
550 COFFMAN,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,12th Grade,Preschool,3039316388,4043,LONGMONT CHRISTIAN SCHOOL,,CO,Non-Public School Mailing Address,8013,80503
15785 N 83RD STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,12th Grade,3rd Grade,3036789335,8552,DESIDERATA SCHOOL INC,,CO,Non-Public School Mailing Address,8013,80503
350 EMERY STREET,13,BOULDER,,LONGMONT,470,ST VRAIN VALLEY RE 1J,8th Grade,Preschool,3037768760,8545,ST JOHN THE BAPTIST CATHOLIC,,CO,Non-Public School Mailing Address,8013,80501
3100 RIDGE VIEW DRIVE,123,WELD,,ERIE,470,ST VRAIN VALLEY RE 1J,10th Grade,Kindergarten,3038284944,8587,VISTA RIDGE ACADEMY,,CO,Non-Public School Mailing Address,8123,80516
900 MIDWAY BLVD,14,BROOMFIELD,,BROOMFIELD,480,BOULDER VALLEY RE 2,8th Grade,Kindergarten,3034664177,8636,NATIVITY OF OUR LORD CATHOLIC,,CO,Non-Public School Mailing Address,8014,80020
4072 NORTH 19TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Kindergarten,Preschool,3035410671,4613,BOULDER WALDORF KINDERGARTEN,,CO,Non-Public School Mailing Address,8013,80304
461 TYLER AVENUE,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,Kindergarten,Preschool,3036652002,4632,LOUISVILLE MONTESSORI SCHOOL,,CO,Non-Public School Mailing Address,8013,80027
1825 UPLAND AVE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034427434,3634,NEW HORIZONS PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80304
PO BOX 1743 HIGHWAY 119,13,BOULDER,,NEDERLAND,480,BOULDER VALLEY RE 2,Preschool,Preschool,3032580390,3635,ASPEN GROVE COMMUNITY PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80466
3485 STANFORD CT,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034993038,3636,RAINBOW CENTER,,CO,Non-Public School Mailing Address,8013,80303
1305 W 10TH AVE,14,BROOMFIELD,,BROOMFIELD,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034698300,3637,RAINBOW TREE PRESCHOOL,,CO,Non-Public School Mailing Address,8014,80020
3121 29TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Kindergarten,Preschool,3034494499,4637,MAPLETON MONTESSORI SCHOOL,,CO,Non-Public School Mailing Address,8013,80301
1680 BALSAM AVENUE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034438477,4639,MT ZION LUTHERAN CHURCH & PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80304
"6995 W 120TH AVE, P O BOX 8",14,BROOMFIELD,,BROOMFIELD,480,BOULDER VALLEY RE 2,8th Grade,Preschool,3034692049,8547,BEAUTIFUL SAVIOR LUTHERAN SCHOOL,,CO,Non-Public School Mailing Address,8014,80038
4760 TABLE MESA DRIVE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,5th Grade,Preschool,3034947508,8549,BIXBY SCHOOL,,CO,Non-Public School Mailing Address,8013,80305
1199 NORTH 111TH STREET,13,BOULDER,,LAFAYETTE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3039268321,8556,MONTESSORI ACADEMY,,CO,Non-Public School Mailing Address,8013,80026
925 GRANT AVENUE,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,8th Grade,Preschool,3036666220,8563,SAINT LOUIS CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8013,80027
9880 BASELINE ROAD,13,BOULDER,,LAFAYETTE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3036669874,8565,PROMISE CHRISTIAN PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80026
105 EAST SIMPSON STREET,13,BOULDER,,LAFAYETTE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3036665111,8568,FRIENDS 'N FUN CHILDREN'S CTR,,CO,Non-Public School Mailing Address,8013,80026
3990 15TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034448452,8578,HARMONY PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80304
745 COLLEGE AVENUE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034470111,1991,SUNSHINE HOUSE,,CO,Non-Public School Mailing Address,8013,80302
1317 MAPLETON AVENUE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,Preschool,3034472362,8561,SACRED HEART OF JESUS SCHOOL,,CO,Non-Public School Mailing Address,8013,80304
6525 GUNPARK DRIVE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3035301820,1992,MISS CATHERINE'S LEARNING CENTER,,CO,Non-Public School Mailing Address,8013,80301
733 JEFFERSON STREET,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3036610343,1986,FAIRVIEW MONTESSORI,,CO,Non-Public School Mailing Address,8013,80027
3050 34TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034435595,1983,CHILDREN'S CREATIVE LEARNING CENTER,,CO,Non-Public School Mailing Address,8013,80301
1820 15TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034026386,3526,FIRST PRESBYTERIAN PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80302
1902 WALNUT STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,9th Grade,3034439933,3510,SEPTEMBER SCHOOL,,CO,Non-Public School Mailing Address,8013,80302
5465 PENNSYLVANIA AVENUE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,6th Grade,Preschool,3034991999,4610,FRIENDS' SCHOOL,,CO,Non-Public School Mailing Address,8013,80303
506 VIA APPIA WAY,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,8th Grade,4th Grade,3038688095,3881,HAWK RIDGE SCHOOL,,CO,Non-Public School Mailing Address,8013,80027
408 W BASELINE ROAD,13,BOULDER,,LAFAYETTE,480,BOULDER VALLEY RE 2,Kindergarten,Preschool,3036659741,8712,TAKE A BREAK INC,,CO,Non-Public School Mailing Address,8013,80026
3340 19TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034495248,8564,ALAYA PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80304
7203 WEST 120TH AVENUE,14,BROOMFIELD,,BROOMFIELD,480,BOULDER VALLEY RE 2,8th Grade,Preschool,3034696449,4567,BROOMFIELD ACADEMY,,CO,Non-Public School Mailing Address,8014,80020
2222 14TH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034430419,4225,CHILDREN'S ALLY YWCA BOULDER,,CO,Non-Public School Mailing Address,8013,80302
2845 WILDERNESS PLACE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3039388233,8581,THE ACORN SCHOOL FOR EARLY CHILDHOOD DEVELOPMENT,,CO,Non-Public School Mailing Address,8013,80301
6446 JAY ROAD,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,6th Grade,3035547363,7057,TEMPLE GRANDIN SCHOOL,,CO,Non-Public School Mailing Address,8013,80301
4180 NINETEENTH STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,9th Grade,3034404510,4617,TARA PERFORMING ARTS HIGH SCHOOL,,CO,Non-Public School Mailing Address,8013,80304
1661 ALPINE AVE,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,12th Grade,6th Grade,3033447520,9233,WATERSHED SCHOOL,,CO,Non-Public School Mailing Address,8013,80304
350 MAIN STREET,14,BROOMFIELD,,BROOMFIELD,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034664433,1990,PRESBYTERIAN PRESCHOOL,,CO,Non-Public School Mailing Address,8014,80020
5524 BASELINE ROAD,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Kindergarten,Preschool,3034943100,4590,COUNTRYSIDE MONTESSORI SCHOOL,,CO,Non-Public School Mailing Address,8013,80303
175 NORTH 96TH STREET,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3036661950,8555,TREEHOUSE LEARNING,,CO,Non-Public School Mailing Address,8013,80027
1370 FOREST PARK CIRCLE,13,BOULDER,,LAFAYETTE,480,BOULDER VALLEY RE 2,6th Grade,Kindergarten,3034992059,8570,RUNNING RIVER SCHOOL,,CO,Non-Public School Mailing Address,8013,80026
4154 NORTH 63RD STREET,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,6th Grade,Preschool,3035305353,8557,MOUNTAIN SHADOWS MONTESSORI,,CO,Non-Public School Mailing Address,8013,80301
6390 JAY ROAD,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,2nd Grade,Preschool,3035300844,3508,ZIJI EARLY ELEMENTARY SCHOOL,,CO,Non-Public School Mailing Address,8013,80301
628 LA FARGE AVENUE,13,BOULDER,,LOUISVILLE,480,BOULDER VALLEY RE 2,Preschool,Preschool,3036654464,8562,LOUISVILLE PRESCHOOL INC,,CO,Non-Public School Mailing Address,8013,80027
4820 NAUTILUS COURT NORTH,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,8th Grade,Preschool,3035274931,4581,BOULDER COUNTRY DAY SCHOOL,,CO,Non-Public School Mailing Address,8013,80301
3370 IRIS WALK COURT,13,BOULDER,,BOULDER,480,BOULDER VALLEY RE 2,Preschool,Preschool,3034446432,3629,CHILDRENS HOUSE PRESCHOOL,,CO,Non-Public School Mailing Address,8013,80304
518 SOUTH SAN JUAN AVENUE,15,CHAFFEE,,BUENA VISTA,490,BUENA VISTA R-31,12th Grade,Preschool,7193956046,8569,DARREN PATTERSON CHRISTIAN,,CO,Non-Public School Mailing Address,8015,81211
516 TELLER STREET,15,CHAFFEE,,SALIDA,500,SALIDA R-32,Preschool,Preschool,7192073778,8461,TWO'S EARLY LEARNING,,CO,Non-Public School Mailing Address,8015,81201
17361 HIGHWAY 285,21,CONEJOS,,LA JARA,550,NORTH CONEJOS RE-1J,Preschool,Preschool,7192740102,5374,LITTLE TREASURE PRESCHOOL,,CO,Non-Public School Mailing Address,8021,81140
PO BOX 369,29,DELTA,,CEDAREDGE,870,DELTA COUNTY 50(J),Preschool,Preschool,9708564648,4234,LITTLE SPROUTS,,CO,Non-Public School Mailing Address,8029,81413
BOX 91,29,DELTA,,DELTA,870,DELTA COUNTY 50(J),8th Grade,Kindergarten,9708747709,8584,SEVENTH DAY ADVENTIST,,CO,Non-Public School Mailing Address,8029,81416
1000 PIONEER ROAD,29,DELTA,,DELTA,870,DELTA COUNTY 50(J),Kindergarten,Preschool,9708743052,7286,REDEEMER TINY TREASURES,,CO,Non-Public School Mailing Address,8029,81416
910 GALAPAGO STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,6th Grade,3036290637,8629,LA ACADEMIA/INNER CITY PARISH,,CO,Non-Public School Mailing Address,8031,80204
620 ELIZABETH STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3033216231,8634,GOOD SHEPHERD CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8031,80206
4140 EAST ILIFF AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,Kindergarten,Preschool,3037573551,8640,ILIFF PRESCHOOL AND KINDERGARTEN,,CO,Non-Public School Mailing Address,8031,80222
1460 SOUTH HOLLY STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3037569441,8651,MONTESSORI SCHOOL OF DENVER,,CO,Non-Public School Mailing Address,8031,80222
3959 EAST ILIFF AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3037571279,8652,MOST PRECIOUS BLOOD,,CO,Non-Public School Mailing Address,8031,80210
2165 SOUTH ZENOBIA STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Kindergarten,3039353549,8655,NOTRE DAME PARISH SCHOOL,,CO,Non-Public School Mailing Address,8031,80219
2256 SOUTH LOGAN STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Kindergarten,3037227525,8656,OUR LADY OF LOURDES SCHOOL,,CO,Non-Public School Mailing Address,8031,80210
2701 S. YORK STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3037569481,8665,ST ANNE'S EPISCOPAL,,CO,Non-Public School Mailing Address,8031,80210
4200 FEDERAL BOULEVARD,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3034778035,8666,ST CATHERINE OF SIENA SCHOOL,,CO,Non-Public School Mailing Address,8031,80211
350 QUEBEC STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Kindergarten,3033600803,8675,STANLEY BRITISH PRIMARY SCHOOL,,CO,Non-Public School Mailing Address,8031,80230
1323 GILPIN STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3033205010,4249,WARREN VILLAGE INC,,CO,Non-Public School Mailing Address,8031,80218
8505 SOUTH VALLEY HIGHWAY,35,DOUGLAS,,ENGLEWOOD,880,DENVER COUNTY 1,12th Grade,7th Grade,3039220011,4586,JIM ELLIOTT CHRISTIAN SCHOOLS,,CO,Non-Public School Mailing Address,8035,80112
6825 EAST ALAMEDA AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,Preschool,7208596806,4609,DENVER ACADEMY OF TORAH,,CO,Non-Public School Mailing Address,8031,80224
1470 SOUTH GLENCOE,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3037581289,4239,DALTON GANG PRESCHOOL,,CO,Non-Public School Mailing Address,8031,80222
5100 WEST 14TH AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,3038931333,8593,BETH JACOB HIGH SCHOOL,,CO,Non-Public School Mailing Address,8031,80204
1244 SPEER BLVD #170,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3038442428,4238,COLONNADE CHILDREN'S CENTER,,CO,Non-Public School Mailing Address,8031,80211
320 SOUTH SHERMAN STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,Kindergarten,Preschool,3037227708,8650,MONTESSORI-WASHINGTON PARK,,CO,Non-Public School Mailing Address,8031,80209
2550 ROSLYN ST,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3033779732,4776,ANCHOR CENTER FOR BLIND CHILDREN,,CO,Non-Public School Mailing Address,8031,80238
4400 EAST ILIFF AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,1st Grade,3037775870,8620,DENVER ACADEMY,,CO,Non-Public School Mailing Address,8031,80222
1958 ELM STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3033778835,8595,BLESSED SACRAMENT PARISH SCHOOL,,CO,Non-Public School Mailing Address,8031,80220
458 UINTA WAY,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,3033440082,8647,BISHOP MACHEBEUF CATHOLIC HIGH SCHOOL,,CO,Non-Public School Mailing Address,8031,80230
1470 S FEDERAL BLVD,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3039363773,4677,EL MUNDO FELIZ,,CO,Non-Public School Mailing Address,8031,80219
235 SOUTH SHERMAN STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3037447231,8667,ST FRANCIS DE SALES,,CO,Non-Public School Mailing Address,8031,80209
"4651 TULSA COURT, WEST ENTRANC",31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,Preschool,3035768408,8643,LOVE CHRISTIAN FELLOWSHIP EDUCATIONAL CENTER,,CO,Non-Public School Mailing Address,8031,80239
3536 LAFAYETTE,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Kindergarten,3032952515,1325,ANNUNCIATION,,CO,Non-Public School Mailing Address,8031,80205
3601 SOUTH LOWELL BOULEVARD,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,9th Grade,3037611764,8654,MULLEN HIGH SCHOOL,,CO,Non-Public School Mailing Address,8031,80236
96 SOUTH ZUNI STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,7204238901,2969,FLORENCE CRITTENTON PARENT PATHWAYS,,CO,Non-Public School Mailing Address,8031,80223
3151 WEST FLORIDA AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,Kindergarten,Preschool,3039362055,8623,DENVER CHILD CARE CENTER,,CO,Non-Public School Mailing Address,8031,80219
2160 SOUTH COOK STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,12th Grade,Kindergarten,3037582003,8591,ACCELERATED SCHOOLS,,CO,Non-Public School Mailing Address,8031,80210
4901 EAST EASTMAN AVENUE,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3037567473,3606,THE RISE SCHOOL OF DENVER,,CO,Non-Public School Mailing Address,8031,80222
450 SOUTH HUDSON STREET,31,DENVER,,DENVER,880,DENVER COUNTY 1,8th Grade,Preschool,3033331511,8638,HILLEL ACADEMY,,CO,Non-Public School Mailing Address,8031,80246
3610 W. PRINCETON CIR,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3037893518,4676,THE BABY HAVEN,,CO,Non-Public School Mailing Address,8031,80236
1980 DAHLIA,31,DENVER,,DENVER,880,DENVER COUNTY 1,Preschool,Preschool,3033227296,3608,MONTVIEW PRESCHOOL,,CO,Non-Public School Mailing Address,8031,80220
